Date,Close,High,Low,Open,Volume
2024-05-07,3731.502197265625,3739.989430707092,3670.122526848597,3686.346699307951,2062112
2024-05-08,3729.626220703125,3736.5192209369857,3693.66131770256,3714.668185817112,1247685
2024-05-09,3713.918212890625,3724.0466151272376,3666.887093758869,3715.606318089679,1726486
2024-05-10,3651.74072265625,3726.484413076009,3643.441235950621,3716.168496140127,1672489
2024-05-13,3702.289306640625,3709.041498216255,3629.327584853832,3642.925840662716,931326
2024-05-14,3658.587158203125,3700.413608162642,3650.803283386374,3691.2230172569975,1058317
2024-05-15,3639.08056640625,3682.735700495232,3634.485385536964,3661.6818959693137,1115021
2024-05-16,3684.942138671875,3693.0187445265583,3630.67337116967,3675.637702384871,2599399
2024-05-17,3621.794189453125,3702.9375501529057,3617.9211268075583,3701.992923226846,2765804
2024-05-21,3608.663818359375,3631.854456042576,3599.0759470919206,3618.4880769854944,1908117
2024-05-22,3619.810302734375,3628.548101612322,3606.160490071024,3622.644183451547,1311168
2024-05-23,3677.857421875,3688.767908291488,3613.670072514492,3628.264511456228,2095742
2024-05-24,3636.34130859375,3668.742057896385,3631.429294761055,3663.4993323947815,1309452
2024-05-27,3634.02685546875,3691.932528869285,3628.64252842061,3641.536592979719,1841538
2024-05-28,3627.27294921875,3655.706312789169,3617.921234620806,3644.370789338661,1801993
2024-05-29,3593.02978515625,3635.774149635783,3589.5819894414226,3635.774149635783,1568095
2024-05-30,3529.220458984375,3584.29201972414,3509.713776200528,3567.855604818015,2919230
2024-05-31,3467.677734375,3542.161650427461,3451.430199403293,3532.904261585581,10956800
2024-06-03,3497.8115234375,3543.814803588551,3491.340737451897,3526.103050659108,2156773
2024-06-04,3509.288818359375,3537.627624429572,3392.6274000370645,3495.1194153242764,3395997
2024-06-05,3538.99755859375,3574.2794671048623,3495.1196832887176,3510.2337143515874,2799670
2024-06-06,3618.298828125,3627.2727837806888,3534.321587974697,3571.63435096414,4328036
2024-06-07,3678.330078125,3698.2145216133376,3624.817053477329,3624.817053477329,4552445
2024-06-10,3645.03173828125,3689.618081413361,3629.161960387638,3679.321740549888,1734661
2024-06-11,3638.79736328125,3665.105083997564,3628.311912472664,3632.090420061804,1419898
2024-06-12,3619.479736328125,3677.90500504064,3615.512349289223,3659.862538168497,2177001
2024-06-13,3663.40478515625,3674.598706369105,3638.702883530537,3643.23713885556,1932323
2024-06-14,3619.857177734375,3673.6536279097,3616.0313930671978,3673.6536279097,1860730
2024-06-18,3603.84619140625,3629.256562858962,3584.90637586874,3614.189809874109,1774045
2024-06-19,3591.187744140625,3621.557634850023,3582.922259445668,3615.700764054456,1509050
2024-06-20,3577.5380859375,3598.981069597492,3570.736818650082,3585.803570986533,2846526
2024-06-21,3599.73681640625,3663.074093663598,3587.7401013764106,3615.087002922448,4642195
2024-06-24,3605.45166015625,3643.425611853127,3581.3636764636767,3597.8473681995324,1702154
2024-06-25,3625.903076171875,3634.5935975227,3582.8752747763524,3605.6408753024607,1338808
2024-06-26,3642.339599609375,3652.8248194664434,3628.311798377085,3631.6179924136177,1639845
2024-06-27,3716.3037109375,3723.7191241208575,3606.679947095457,3618.865541478185,4526556
2024-06-28,3687.965087890625,3740.722593484322,3682.0141228075263,3700.8593836882183,2731571
2024-07-01,3757.91455078125,3780.113282123888,3668.9307461619287,3668.9307461619287,2658723
2024-07-02,3794.94384765625,3800.61160880511,3762.0237400230303,3772.4619129298726,2307449
2024-07-03,3745.681640625,3803.162277059337,3735.9992153513335,3797.399960989219,1821198
2024-07-04,3798.297119140625,3823.235405255643,3761.598506007073,3778.3656318563008,2518001
2024-07-05,3789.654052734375,3803.776178053962,3767.171887521997,3787.953678275629,1668616
2024-07-08,3772.08447265625,3808.027575962725,3757.7734659218263,3799.28977625354,1758882
2024-07-09,3764.810546875,3785.07274795437,3754.986519267368,3764.338233420368,1305801
2024-07-10,3692.688232421875,3781.624995321451,3685.9342421919528,3763.110215438961,2669716
2024-07-11,3706.4326171875,3759.615159156207,3679.8887389846327,3713.328439860063,4872189
2024-07-12,3952.27197265625,3967.386003323572,3751.396920445293,3759.615128496288,13509164
2024-07-15,3938.339111328125,4005.2185190832793,3926.861524171204,4001.1568074411057,4848030
2024-07-16,3947.076171875,3962.284294879995,3915.3836649055647,3940.983144309309,2029521
2024-07-18,4076.583740234375,4085.510647418051,3929.647235435628,3929.647235435628,5613364
2024-07-19,4073.601806640625,4126.955252351664,4057.363922028097,4087.804118951557,3903354
2024-07-22,4059.35205078125,4090.218499814398,4038.19051447339,4071.2820847406656,1896386
2024-07-23,4073.5546875,4129.748596183281,4039.421519213997,4055.233611989632,2365208
2024-07-24,4077.246826171875,4108.349980054808,4041.125707274965,4059.493937233536,1809793
2024-07-25,4092.63330078125,4112.043129044065,4046.902036678233,4066.5957262823526,2810342
2024-07-26,4154.50732421875,4187.26741308513,4106.408555000571,4118.670068060141,3552210
2024-07-29,4148.11767578125,4195.3639523597285,4138.554690987221,4180.214815993727,1746803
2024-07-30,4133.2041015625,4164.117706946695,4097.177294216961,4157.584736158652,1797906
2024-07-31,4152.14013671875,4179.266456575889,4113.935830045817,4118.669933417561,2330091
2024-08-01,4163.26611328125,4184.285259071731,4132.920227203137,4165.443616342355,2202244
2024-08-02,4055.281005859375,4164.118251496919,4042.9251782382544,4132.873162297419,2811282
2024-08-05,3934.088134765625,4013.573937057952,3891.907447104674,4013.573937057952,2787771
2024-08-06,3949.37939453125,4031.7999662691223,3939.532087639672,3949.14268931395,2203067
2024-08-07,3977.073974609375,4019.207504026678,3957.995163908957,4003.158705086717,1237666
2024-08-08,3950.6572265625,4006.945912072743,3938.774809598916,3958.658047820448,2441283
2024-08-09,4003.869384765625,4027.445135679676,3981.902952195172,3992.744237790515,1302536
2024-08-12,3972.52880859375,4013.573584922349,3963.723559610809,4005.0521972685856,936912
2024-08-13,3973.76025390625,4008.8397841438527,3960.551917117085,3988.956544779889,1495593
2024-08-14,4066.83251953125,4077.200393436632,3965.4279074613096,3985.1692159262047,3226545
2024-08-16,4181.2080078125,4191.575880991633,4095.09492934504,4118.670675923561,3457058
2024-08-19,4251.2255859375,4255.249574521071,4156.87498137627,4185.894947757169,2055210
2024-08-20,4282.75439453125,4322.237007322546,4260.693654534821,4265.427758595415,2212298
2024-08-21,4309.455078125,4317.503055311436,4253.639804359008,4277.736579801988,1896990
2024-08-22,4262.58740234375,4318.402675534502,4258.042847258311,4317.5030108146375,1829872
2024-08-23,4226.51318359375,4266.374430859017,4218.086571122263,4260.693506184104,1809253
2024-08-26,4263.01318359375,4310.069896517647,4246.490976918167,4250.278259840725,1844164
2024-08-27,4257.9951171875,4270.161857070282,4248.195429331919,4265.427753015881,930697
2024-08-28,4266.421875,4319.8700965173775,4220.2643589002255,4259.510267771518,1848058
2024-08-29,4271.86669921875,4313.716371329259,4222.821557534789,4222.821557534789,2133641
2024-08-30,4311.5859375,4348.038544383064,4249.142910393824,4260.694311007412,3637222
2024-09-02,4280.6240234375,4344.013861375445,4272.055480062339,4332.652011694428,1216500
2024-09-03,4272.38720703125,4313.621070625351,4256.811818932973,4280.62427113772,1717263
2024-09-04,4241.046875,4248.384735865379,4200.759836723105,4238.869372185236,1265505
2024-09-05,4237.9228515625,4259.746886626945,4217.281880213047,4242.704111797141,1688793
2024-09-06,4219.74365234375,4278.636091754635,4203.884403748528,4236.029155230157,1649179
2024-09-09,4212.92626953125,4251.462060686222,4194.889518372097,4218.086627772867,1184938
2024-09-10,4268.1259765625,4298.519014859862,4204.310350980651,4206.20399246566,1385591
2024-09-11,4241.142578125,4307.420045613886,4233.473235852587,4281.00383317773,1325919
2024-09-12,4277.45263671875,4291.5601745835365,4195.646947382415,4270.398636628928,2742216
2024-09-13,4282.09228515625,4305.194622601226,4265.428144890812,4289.098667337487,1458786
2024-09-16,4273.23876953125,4304.294305347718,4255.43872427556,4286.257554903444,1155120
2024-09-17,4266.04296875,4294.589522896417,4228.501617164474,4273.238899164255,1699364
2024-09-18,4115.025390625,4257.900566019319,4091.2129384450927,4257.900566019319,2961779
2024-09-19,4067.6845703125,4187.031623708526,4054.0975977566864,4156.590961523186,2927551
2024-09-20,4057.03271484375,4100.397388735434,4002.685288545634,4087.330983142617,5447908
2024-09-23,4041.505126953125,4080.2300104049577,4026.82940258443,4071.329986154021,1702319
2024-09-24,4044.15576171875,4062.8083176204914,4014.520453673009,4025.550824249018,3012026
2024-09-25,4047.4228515625,4061.4832351175246,4014.520823586175,4026.2141547688016,2713073
2024-09-26,4064.228759765625,4087.236322972992,4033.457080163439,4033.457080163439,3964251
2024-09-27,4079.567626953125,4145.182134099588,4071.377255854054,4104.468833102264,3012477
2024-09-30,4041.505126953125,4070.146459995255,4033.5043051939065,4058.926539547175,2503416
2024-10-01,4059.873046875,4067.305683040906,4017.3137268821633,4029.243299789114,1823365
2024-10-03,4007.656005859375,4051.446470751229,3986.1158312368952,4035.918701068768,3350119
2024-10-04,4026.119140625,4069.436196462167,3999.4186065272825,4000.318271301223,2965463
2024-10-07,4045.623779296875,4068.7261168182736,4004.484226222508,4046.617756316967,1472619
2024-10-08,4027.06591796875,4051.825191579924,3980.387833393532,4045.386994505716,1541867
2024-10-09,4026.781494140625,4066.5951217571615,4020.863864452387,4033.45639550303,1082504
2024-10-10,4002.59033203125,4065.506761861307,3975.322076727874,4027.065743241721,2378875
2024-10-11,3928.54931640625,4016.3669515997326,3893.7536496314738,3922.6788421196575,5759183
2024-10-14,3916.66650390625,3943.887604227915,3902.985219568291,3919.8384463197513,2137590
2024-10-15,3897.871826171875,3948.1957233726384,3877.231316907688,3911.364023062213,2759474
2024-10-16,3877.183837890625,3896.167641402821,3850.909560357471,3867.763017042655,2359151
2024-10-17,3890.48681640625,3910.322897852932,3875.290295751956,3894.0845506582914,2522659
2024-10-18,3913.31298828125,3935.237999249101,3872.453098683255,3881.944405297675,2361000
2024-10-21,3872.311279296875,3929.35413147785,3862.9622484885167,3922.377927603453,1595450
2024-10-22,3811.234375,3881.75483326371,3802.549921671549,3859.165475968124,1928049
2024-10-23,3859.402587890625,3904.2962832162098,3791.919304547543,3796.143121407225,1966476
2024-10-24,3841.986083984375,3871.504141566946,3800.319338767848,3800.319338767848,2676744
2024-10-25,3851.1455078125,3883.8430156937015,3827.5595160672574,3850.670942439126,1759676
2024-10-28,3882.75146484375,3923.7063623671393,3844.928513292037,3861.965363223645,1532534
2024-10-29,3867.94482421875,3894.757766071196,3853.565587028902,3887.4970090191655,1445885
2024-10-30,3876.86669921875,3898.079863479923,3853.518222560894,3867.7076804676617,1935002
2024-10-31,3766.577880859375,3870.839986500922,3758.557772361112,3862.962154926698,3740372
2024-11-01,3781.526611328125,3795.526289607496,3773.791288560614,3786.889338989994,154895
2024-11-04,3762.49609375,3788.834468729168,3714.1854373776496,3764.536863637049,2269192
2024-11-05,3769.330322265625,3783.234994421101,3740.61911840681,3740.61911840681,967590
2024-11-06,3929.06884765625,3938.702431666096,3773.031851752117,3799.9398000465167,3792017
2024-11-07,3939.746337890625,3991.853518092011,3877.246223375136,3957.5902722464216,3724349
2024-11-08,3936.045166015625,3957.637890280602,3908.188086198416,3943.638211911001,1648039
2024-11-11,3985.115234375,4018.903916361986,3908.18791348152,3918.201520379155,1406487
2024-11-12,3983.881103515625,4003.433288604657,3952.51251928902,4001.535027206552,1587640
2024-11-13,3939.224853515625,3983.264427096759,3920.906352195564,3965.5632315109633,1098813
2024-11-14,3935.0009765625,3948.383812461554,3907.0493548019417,3924.6555443578186,1825432
2024-11-18,3815.031005859375,3998.687803877484,3787.221428859129,3998.687803877484,3313944
2024-11-19,3834.060791015625,3921.950150802377,3809.905462144368,3815.410234576719,1776233
2024-11-21,3865.6669921875,3884.2698145282143,3819.301865667481,3839.138604239488,2384347
2024-11-22,4028.680419921875,4038.504015740722,3847.776008717878,3863.911231250736,3096553
2024-11-25,4095.593994140625,4107.932693294498,4035.893765538509,4062.279413736623,4052167
2024-11-26,4131.28125,4144.47407361588,4090.7531850402665,4101.240893559863,2060669
2024-11-27,4112.15625,4154.724856872267,4104.088638616241,4137.213672581404,1558993
2024-11-28,4028.96484375,4119.179995477792,4017.670281030027,4099.2955217974695,2558544
2024-11-29,4053.5947265625,4080.028107836073,3982.219916352583,4005.331340353352,2017425
2024-12-02,4059.099853515625,4070.0625915391006,4014.870268702841,4052.788226834513,1670944
2024-12-03,4083.87255859375,4104.990718939741,4048.470165053761,4094.882568586282,2010905
2024-12-04,4132.89453125,4163.789012881952,4070.8687487593297,4094.122450368391,3302642
2024-12-05,4236.96630859375,4260.647302659025,4138.209454130842,4176.933797590591,3746747
2024-12-06,4219.3603515625,4237.868399443609,4188.276322428843,4226.4788315167725,1842087
2024-12-09,4225.67236328125,4242.0448686697655,4190.934085246633,4205.07650413352,2066639
2024-12-10,4207.0693359375,4265.20359458783,4187.659890094591,4200.994991803812,2087828
2024-12-11,4202.22900390625,4222.350297163338,4182.819095248504,4206.405086397892,1635256
2024-12-12,4228.330078125,4256.851270827812,4200.852558457947,4204.696352489294,1914642
2024-12-13,4246.31591796875,4266.247663475759,4170.8600242636485,4209.347553772588,1967048
2024-12-16,4190.6025390625,4247.36037614199,4173.328172937727,4232.1742831770125,1646224
2024-12-17,4108.31201171875,4207.44889332409,4098.346139910261,4185.666159565598,3225027
2024-12-18,4126.67822265625,4140.108330075579,4071.391356487772,4092.367238744104,1575404
2024-12-19,4054.591064453125,4142.006088570945,4045.194763860992,4064.177376549218,3015763
2024-12-20,3958.159423828125,4159.090570831168,3941.2650833812017,4108.7866456248585,4116989
2024-12-23,3946.77001953125,4002.484177211474,3905.577839682215,3986.39622640784,2195338
2024-12-24,3966.891845703125,4003.433378436602,3946.770089054609,3946.770089054609,1181886
2024-12-26,3957.02099609375,3986.3017716323247,3932.390868416551,3966.8918629397335,1208464
2024-12-27,3952.987060546875,3968.268157397039,3936.2822676568094,3951.2310760757846,858100
2024-12-30,3947.24462890625,3985.684422832016,3902.825496858013,3939.8415947124554,1527169
2024-12-31,3886.500244140625,3929.353632155194,3826.9422956665303,3924.6552500458943,1555429
